Date,Time,Inside temp,Outside temp,ground temp,inside humidity,Outside humidity,,,,,,,,,,,
28/11/2018,22:49:47,8.99,0.41,-0.25,46.76,64.32,,,,,,,,,,,
28/11/2018,22:59:47,2.99,-1.68,-0.31,68,72.66,,,,,,,,,,,
28/11/2018,23:09:47,2.39,-2.19,-0.31,71.34,75.24,,,,,,,,,,,
28/11/2018,23:19:47,1.96,-2.29,-0.37,71.34,74.84,,,,,,,,,,,
28/11/2018,23:29:47,1.78,-2.55,-0.37,71.64,76.08,,,,,,,,,,,
28/11/2018,23:39:47,1.51,-2.87,-0.37,72.65,76.93,,,,,,,,,,,
28/11/2018,23:49:47,1.47,-3,-0.37,73.46,76.47,,,,,,,,,,,
28/11/2018,23:59:47,1.28,-3.16,-0.37,73.3,75.56,,,,,,,,,,,
28/11/2018,00:09:47,1.13,-3.57,-0.37,72.75,70.47,,,,,,,,,,,
28/11/2018,00:19:47,1.55,-3.31,-0.37,73.85,75.49,,,,,,,,,,,
28/11/2018,00:29:47,1.21,-3.26,-0.37,74.27,75.94,,,,,,,,,,,
28/11/2018,00:39:47,1.03,-3.23,-0.37,74.8,76.74,,,,,,,,,,,
28/11/2018,00:49:47,1.14,-3.12,-0.37,74.23,77.44,,,,,,,,,,,
28/11/2018,00:59:47,1.3,-3.16,-0.37,73.92,76.77,,,,,,,,,,,
28/11/2018,01:09:47,1.15,-3.32,-0.37,74.55,77.8,,,,,,,,,,,
28/11/2018,01:19:47,1.42,-3.07,-0.37,73.75,76.8,,,,,,,,,,,
28/11/2018,01:29:47,0.97,-3.43,-0.37,73.58,77.56,,,,,,,,,,,
28/11/2018,01:39:47,0.84,-3.59,-0.37,74.93,78.76,,,,,,,,,,,
28/11/2018,01:49:47,1.28,-3.38,-0.37,74.4,76.61,,,,,,,,,,,
28/11/2018,01:59:47,1.31,-3.37,-0.37,74.73,77.26,,,,,,,,,,,
28/11/2018,02:09:47,1.14,-3.48,-0.37,75.53,77.7,,,,,,,,,,,
28/11/2018,02:19:47,1.23,-3.78,-0.37,73.06,75.66,,,,,,,,,,,
28/11/2018,02:29:47,0.37,-4.45,-0.37,75.61,77.59,,,,,,,,,,,
28/11/2018,02:39:47,0.07,-4.68,-0.37,76.44,78.67,,,,,,,,,,,
28/11/2018,02:49:47,-0.01,-4.62,-0.37,76.36,78.98,,,,,,,,,,,
28/11/2018,02:59:47,-0.07,-4.79,-0.37,76.45,78.56,,,,,,,,,,,
28/11/2018,03:09:47,-0.41,-4.97,-0.44,76.95,78.91,,,,,,,,,,,
28/11/2018,03:19:47,-0.2,-4.77,-0.44,75.92,77.65,,,,,,,,,,,
28/11/2018,03:29:47,0.76,-3.82,-0.44,73.77,73.54,,,,,,,,,,,
28/11/2018,03:39:47,0.55,-4.13,-0.44,74.93,75.87,,,,,,,,,,,
28/11/2018,03:49:47,0.96,-3.79,-0.44,74.38,74.88,,,,,,,,,,,
28/11/2018,03:59:47,0.92,-3.77,-0.37,74.87,74.9,,,,,,,,,,,
28/11/2018,04:09:47,0.24,-4.38,-0.37,75.8,77.27,,,,,,,,,,,
28/11/2018,04:19:47,0.17,-4.44,-0.44,75.56,78.15,,,,,,,,,,,
28/11/2018,04:29:47,-0.14,-4.82,-0.44,76.25,78.37,,,,,,,,,,,
28/11/2018,04:39:47,0.18,-4.77,-0.44,75.47,77.43,,,,,,,,,,,
28/11/2018,04:49:47,0.8,-4.13,-0.44,75.17,75.34,,,,,,,,,,,
28/11/2018,04:59:47,0.25,-4.53,-0.44,74.08,71.52,,,,,,,,,,,
28/11/2018,05:09:47,0.07,-4.7,-0.44,74.38,71.32,,,,,,,,,,,
28/11/2018,05:19:47,-0.31,-4.77,-0.44,76.44,75.49,,,,,,,,,,,
28/11/2018,05:29:47,0.09,-4.63,-0.44,75.01,73.42,,,,,,,,,,,
28/11/2018,05:39:47,0.5,-4.58,-0.44,73.75,75.59,,,,,,,,,,,
28/11/2018,05:49:47,0.1,-4.83,-0.44,76.22,76.61,,,,,,,,,,,
28/11/2018,05:59:47,0.23,-4.61,-0.44,76.18,74.83,,,,,,,,,,,
28/11/2018,06:09:47,0.14,-4.78,-0.44,75.54,76.43,,,,,,,,,,,
28/11/2018,06:19:47,0.6,-4.29,-0.44,75.84,75.12,,,,,,,,,,,
28/11/2018,06:29:47,0.74,-4.05,-0.44,75,75.1,,,,,,,,,,,
28/11/2018,06:39:47,0.21,-4.31,-0.44,74.49,75.47,,,,,,,,,,,
28/11/2018,06:49:47,0.69,-4.08,-0.44,75.21,74.99,,,,,,,,,,,
28/11/2018,06:59:47,0.97,-3.75,-0.44,74.7,72.84,,,,,,,,,,,
28/11/2018,07:09:47,1.04,-3.66,-0.44,74.6,74.5,,,,,,,,,,,
28/11/2018,07:19:47,0.44,-4.04,-0.44,75.33,75.56,,,,,,,,,,,
28/11/2018,07:29:47,0.97,-3.81,-0.37,74.4,76.8,,,,,,,,,,,
28/11/2018,07:39:47,0.82,-4.1,-0.37,75.01,76.72,,,,,,,,,,,
28/11/2018,07:49:47,0.89,-3.96,-0.37,74.87,75.59,,,,,,,,,,,
28/11/2018,07:59:47,5.75,0.14,0.06,64.03,67.95,,,,,,,,,,,
28/11/2018,08:09:47,7.46,0.4,2.12,59.6,66.57,,,,,,,,,,,
28/11/2018,08:19:47,8.89,2.11,3.69,56.54,60.31,,,,,,,,,,,
28/11/2018,08:29:47,9.42,3.23,5.44,54.58,56.57,,,,,,,,,,,
28/11/2018,08:39:47,10.01,4.22,6.87,54.78,55.99,,,,,,,,,,,
28/11/2018,08:49:47,9.9,4.35,7.81,53.24,53.91,,,,,,,,,,,
28/11/2018,08:59:47,9.23,4.16,8.56,54.69,53.3,,,,,,,,,,,
28/11/2018,09:09:47,10.56,4.4,9.44,54.77,53.67,,,,,,,,,,,
28/11/2018,09:19:47,10.64,4.45,10.13,52.8,52.61,,,,,,,,,,,
28/11/2018,09:29:47,11.17,5.22,10.94,53.46,52.81,,,,,,,,,,,
28/11/2018,09:39:47,11.93,5.88,11.75,54.33,52.89,,,,,,,,,,,
28/11/2018,09:49:47,12.17,6.24,12.5,52.82,51.01,,,,,,,,,,,
28/11/2018,09:59:47,12.5,7.08,13.38,53.14,49.62,,,,,,,,,,,
28/11/2018,10:09:47,11.31,7.7,14.06,60.72,47.16,,,,,,,,,,,
28/11/2018,10:19:47,12.82,8.36,15,60.61,47.25,,,,,,,,,,,
28/11/2018,10:29:47,14.09,9.96,15.75,60.82,46.93,,,,,,,,,,,
28/11/2018,10:39:47,15.56,11.47,16.56,61.62,42.15,,,,,,,,,,,
28/11/2018,10:49:47,21.84,11.34,16.87,48.16,41.14,,,,,,,,,,,
28/11/2018,10:59:47,21.84,11.92,16.94,47.22,41.33,,,,,,,,,,,
28/11/2018,11:09:47,20.8,9.63,16.75,47.1,42.47,,,,,,,,,,,
28/11/2018,11:19:47,20.8,12.35,16.94,46.44,39.81,,,,,,,,,,,
28/11/2018,11:29:47,21.59,12.5,17.37,50.93,39.24,,,,,,,,,,,
28/11/2018,11:39:47,22.69,13.25,17.62,43.39,37.39,,,,,,,,,,,
28/11/2018,11:49:47,24.24,15.43,18.19,43.26,34.29,,,,,,,,,,,
28/11/2018,11:59:47,25.66,15.16,18.56,43.13,37.43,,,,,,,,,,,
28/11/2018,12:09:47,25.84,15.21,18.69,42.41,36.27,,,,,,,,,,,
28/11/2018,12:19:47,25.68,15.74,19,44.41,36.5,,,,,,,,,,,
28/11/2018,12:29:47,25.42,15.95,19.19,45.21,36.3,,,,,,,,,,,
28/11/2018,12:39:47,24.89,15.56,19.62,45.98,35.7,,,,,,,,,,,
28/11/2018,12:49:47,24.81,15.36,20.5,41.13,34.52,,,,,,,,,,,
28/11/2018,12:59:47,25.18,14.42,21,40.5,35.03,,,,,,,,,,,
28/11/2018,13:09:47,24.45,12.76,20.88,40.74,35.02,,,,,,,,,,,
28/11/2018,13:19:47,25.37,11.81,20.94,40.98,37.15,,,,,,,,,,,
28/11/2018,13:29:47,26.29,10.99,21.12,37.71,38,,,,,,,,,,,
28/11/2018,13:39:47,27.53,10.81,21.5,37.48,39.44,,,,,,,,,,,
28/11/2018,13:49:47,26.68,10.05,21.81,35.44,42.73,,,,,,,,,,,
28/11/2018,13:59:47,26.73,9.12,21.94,36.78,46.85,,,,,,,,,,,
28/11/2018,14:09:47,27.6,8.74,22,36.27,46.91,,,,,,,,,,,
28/11/2018,14:19:47,28.1,8.57,22.19,36.82,47.32,,,,,,,,,,,
28/11/2018,14:29:47,30.3,8.94,22.81,33.45,47.9,,,,,,,,,,,
28/11/2018,14:39:47,30.12,8.43,23.12,32.72,47.72,,,,,,,,,,,
28/11/2018,14:49:47,29.52,7.88,23.19,34.08,46.12,,,,,,,,,,,
28/11/2018,14:59:47,29.94,7.48,23.38,33.22,46.08,,,,,,,,,,,
28/11/2018,15:09:47,32.88,8.03,24.12,30.67,46.69,,,,,,,,,,,
28/11/2018,15:19:47,31.75,7.03,24.19,28.64,47.8,,,,,,,,,,,
28/11/2018,15:29:47,30.67,7.06,23.81,29.54,46.64,,,,,,,,,,,
28/11/2018,15:39:47,29.65,7.09,23.19,30.46,47.67,,,,,,,,,,,
28/11/2018,15:49:47,29.7,6.21,22.13,29.03,48.49,,,,,,,,,,,
28/11/2018,15:59:47,29.14,6.29,20.81,27.35,45.8,,,,,,,,,,,
28/11/2018,16:09:47,27.07,6.11,17.37,27.05,45.94,,,,,,,,,,,
28/11/2018,16:19:47,27.86,6.15,12.63,25.79,45.93,,,,,,,,,,,
28/11/2018,16:29:47,28.15,5.77,4.19,24.92,47.27,,,,,,,,,,,
28/11/2018,16:39:47,28.47,5.41,3,23.81,46.75,,,,,,,,,,,
28/11/2018,16:49:47,29.34,5.13,2.44,22.72,49.05,,,,,,,,,,,
28/11/2018,16:59:47,31.16,4.4,2,21.34,49.51,,,,,,,,,,,
28/11/2018,17:09:47,30.25,4.27,1.56,21.45,48.93,,,,,,,,,,,
28/11/2018,17:19:47,30.41,4.18,1.5,20.05,48.05,,,,,,,,,,,
28/11/2018,17:29:47,29.8,3.9,1.44,20.05,51.99,,,,,,,,,,,
28/11/2018,17:39:47,30.48,3.52,1.44,19.4,49.77,,,,,,,,,,,
28/11/2018,17:49:47,25.86,3.64,1.31,21.54,50.11,,,,,,,,,,,
28/11/2018,17:59:47,23.9,3.29,1.19,23.24,50.42,,,,,,,,,,,
28/11/2018,18:09:47,23.03,3.25,1.12,23.92,50.53,,,,,,,,,,,
28/11/2018,18:19:47,22.59,3.46,1.06,24.56,50.57,,,,,,,,,,,
28/11/2018,18:29:47,21.95,3.78,0.94,25.23,50.59,,,,,,,,,,,
28/11/2018,18:39:47,21.76,4.08,0.88,25.42,49.7,,,,,,,,,,,
28/11/2018,19:32:49,26.45,13.33,8.56,23.27,34.07,,,,,,,,,,,
28/11/2018,19:42:49,28.18,13.23,8.25,21.05,32.67,,,,,,,,,,,
28/11/2018,19:52:49,27.79,12.48,7.5,20.85,33.54,,,,,,,,,,,
28/11/2018,20:02:49,25.05,12.29,6.56,22.79,33.93,,,,,,,,,,,
28/11/2018,20:12:49,23.61,12.34,5.62,24.03,34.86,,,,,,,,,,,
28/11/2018,20:22:49,22.31,11.68,4.69,25.12,35.4,,,,,,,,,,,
28/11/2018,20:32:49,21.55,11.39,3.94,26.36,36.42,,,,,,,,,,,
28/11/2018,20:42:49,20.64,10.85,3.31,26.64,36.64,,,,,,,,,,,
28/11/2018,20:52:49,19.92,10.32,2.75,27.56,38.02,,,,,,,,,,,
28/11/2018,21:02:49,19.28,9.43,2.37,28.27,38.89,,,,,,,,,,,
28/11/2018,21:12:49,17.87,8.96,2,29.59,39.98,,,,,,,,,,,
28/11/2018,21:22:49,12.51,4.93,1.69,35.43,45.57,,,,,,,,,,,
28/11/2018,21:32:49,16.79,8.33,1.75,31.74,40.39,,,,,,,,,,,
28/11/2018,21:42:49,10.35,3.6,1.75,38.89,47.53,,,,,,,,,,,
28/11/2018,21:52:49,9.38,4.25,1.69,47.26,47.58,,,,,,,,,,,
28/11/2018,22:02:49,7.3,3.51,1.81,53.65,51.96,,,,,,,,,,,
28/11/2018,22:12:49,4.26,-0.98,-0.25,77.71,61.33,,,,,,,,,,,
28/11/2018,22:22:49,2.86,-1.85,-0.31,77.68,64.59,,,,,,,,,,,
28/11/2018,22:32:49,3.15,-1.39,-0.25,77.81,64.79,,,,,,,,,,,
28/11/2018,22:42:49,3.07,-1.75,-0.31,79.91,64.26,,,,,,,,,,,
28/11/2018,22:52:49,1.72,-2.32,-0.31,79.35,65.51,,,,,,,,,,,
28/11/2018,23:02:49,1.48,-2.77,-0.31,79.66,67.9,,,,,,,,,,,
28/11/2018,23:12:49,1.96,-2.76,-0.31,79.36,69.39,,,,,,,,,,,
28/11/2018,23:22:49,1.37,-3.1,-0.37,79.32,71.56,,,,,,,,,,,
28/11/2018,23:32:49,1.29,-3.09,-0.37,80.29,73.4,,,,,,,,,,,
28/11/2018,23:42:49,2.14,-2.21,-0.31,79.69,75.38,,,,,,,,,,,
28/11/2018,23:52:49,2.35,-2.03,-0.37,80.15,71.08,,,,,,,,,,,
29/11/2018,00:02:49,1.07,-3.28,-0.37,79.79,71.97,,,,,,,,,,,
29/11/2018,00:12:49,1.06,-3.66,-0.37,81.14,73.88,,,,,,,,,,,
29/11/2018,00:22:49,1.98,-2.67,-0.37,79.82,71.65,,,,,,,,,,,
29/11/2018,00:32:49,1.18,-3.17,-0.37,81.1,72.31,,,,,,,,,,,
29/11/2018,00:42:49,1.68,-2.83,-0.37,79.37,71.35,,,,,,,,,,,
29/11/2018,00:52:49,1.24,-3.54,-0.37,78.48,74.42,,,,,,,,,,,
29/11/2018,01:02:49,1.05,-3.39,-0.37,75.83,74.33,,,,,,,,,,,
29/11/2018,01:12:49,1.51,-3.28,-0.37,74.05,74,,,,,,,,,,,
29/11/2018,01:22:49,0.97,-3.95,-0.37,74.51,74.87,,,,,,,,,,,
29/11/2018,01:32:49,0.6,-3.91,-0.37,75.65,77.02,,,,,,,,,,,
29/11/2018,01:42:49,0.37,-4.17,-0.37,75.29,78.1,,,,,,,,,,,
29/11/2018,01:52:49,0.78,-3.91,-0.37,75.28,77.19,,,,,,,,,,,
29/11/2018,02:02:49,0.6,-4.1,-0.37,75.32,76.87,,,,,,,,,,,
29/11/2018,02:12:49,0.7,-3.91,-0.37,74.87,75.39,,,,,,,,,,,
29/11/2018,02:22:49,0.78,-3.85,-0.37,75.37,75.68,,,,,,,,,,,
29/11/2018,02:32:49,1.17,-3.54,-0.37,75.05,74.96,,,,,,,,,,,
29/11/2018,02:42:49,0.97,-3.75,-0.37,74.31,74.58,,,,,,,,,,,
29/11/2018,02:52:49,0.98,-3.61,-0.37,75.61,75.06,,,,,,,,,,,
29/11/2018,03:02:49,1.14,-3.54,-0.37,71.4,73.93,,,,,,,,,,,
29/11/2018,03:12:49,0.61,-4.32,-0.37,74.81,76.67,,,,,,,,,,,
29/11/2018,03:22:49,0.14,-4.59,-0.37,75.41,77.58,,,,,,,,,,,
29/11/2018,03:32:49,0.24,-4.55,-0.37,75.67,79.45,,,,,,,,,,,
29/11/2018,03:42:49,-0.18,-4.77,-0.37,76.7,80.02,,,,,,,,,,,
29/11/2018,03:52:49,0.13,-4.6,-0.37,76.3,80,,,,,,,,,,,
29/11/2018,04:02:49,0.57,-4.15,-0.37,75.77,77.8,,,,,,,,,,,
29/11/2018,04:12:49,0.29,-4.37,-0.37,75.26,77.5,,,,,,,,,,,
29/11/2018,04:22:49,0.43,-4.37,-0.37,76.17,78.46,,,,,,,,,,,
29/11/2018,04:32:49,0.38,-4.32,-0.37,75.46,79.12,,,,,,,,,,,
29/11/2018,04:42:49,0.58,-4.08,-0.37,75.72,78.05,,,,,,,,,,,
29/11/2018,04:52:49,0.86,-3.79,-0.37,75.67,77.34,,,,,,,,,,,
29/11/2018,05:02:49,0.18,-4.65,-0.37,75.52,77.13,,,,,,,,,,,
29/11/2018,05:12:49,0.89,-4.15,-0.37,75.29,78.21,,,,,,,,,,,
29/11/2018,05:22:49,1.75,-3.1,-0.31,73.61,74.28,,,,,,,,,,,
29/11/2018,05:32:49,1.49,-3.32,-0.31,72.99,73.61,,,,,,,,,,,
29/11/2018,05:42:49,1.02,-3.65,-0.31,74.38,74.49,,,,,,,,,,,
29/11/2018,05:52:49,1.36,-3.61,-0.31,73.78,75,,,,,,,,,,,
29/11/2018,06:02:49,0.41,-4.37,-0.31,76,75.99,,,,,,,,,,,
29/11/2018,06:12:49,0.24,-4.38,-0.31,74.85,76.8,,,,,,,,,,,
29/11/2018,06:22:49,0.99,-3.99,-0.31,72.4,75.74,,,,,,,,,,,
29/11/2018,06:32:49,1.38,-3.52,-0.25,73.03,75.66,,,,,,,,,,,
29/11/2018,06:42:49,1.57,-3.21,-0.13,72.74,73.76,,,,,,,,,,,
29/11/2018,06:52:49,1.49,-3.44,-0.06,72.49,73.81,,,,,,,,,,,
29/11/2018,07:02:49,1.36,-3.53,0,72.92,74.62,,,,,,,,,,,
29/11/2018,07:12:49,1.54,-3.47,0.13,71.93,74.11,,,,,,,,,,,
29/11/2018,07:22:49,2.08,-2.8,0.19,73.25,72.93,,,,,,,,,,,
29/11/2018,07:32:49,3.52,-1.59,0.5,66.92,68.21,,,,,,,,,,,
29/11/2018,07:42:49,2.14,-3.06,0.5,69.35,71.07,,,,,,,,,,,
29/11/2018,07:52:49,2.61,-2.5,0.69,67.06,70.83,,,,,,,,,,,
29/11/2018,08:02:49,2.69,-2.05,0.81,71.48,68.81,,,,,,,,,,,
29/11/2018,08:12:49,3.28,-1.82,1.06,69.34,69.04,,,,,,,,,,,
29/11/2018,08:22:49,4.36,-1.45,1.37,65.65,66.97,,,,,,,,,,,
29/11/2018,08:32:49,3.33,-2.11,1.44,65.01,70.32,,,,,,,,,,,
29/11/2018,08:42:49,3.8,-1.35,1.69,65.19,68.51,,,,,,,,,,,
29/11/2018,08:52:49,4.2,-1.59,1.94,63.33,68.17,,,,,,,,,,,
29/11/2018,09:02:49,4.75,-1.3,2.19,62.03,67.82,,,,,,,,,,,
29/11/2018,09:12:49,4.79,-1.5,2.37,61.82,69.47,,,,,,,,,,,
29/11/2018,09:22:49,5.36,-1.37,2.62,60.75,67.2,,,,,,,,,,,
29/11/2018,09:32:49,6.86,-0.65,3.06,58.16,66.84,,,,,,,,,,,
29/11/2018,09:42:49,7.25,-0.17,3.44,58.08,66.15,,,,,,,,,,,
29/11/2018,09:52:49,8.31,-0.3,3.94,54.44,65.1,,,,,,,,,,,
29/11/2018,10:02:49,9.97,0.29,4.56,52.82,63.96,,,,,,,,,,,
29/11/2018,10:12:49,11.38,0.51,5.25,49.37,63.42,,,,,,,,,,,
29/11/2018,10:22:49,12.08,0.78,5.62,47.8,62.18,,,,,,,,,,,
29/11/2018,10:32:49,14.31,1.19,6.56,46.13,61.11,,,,,,,,,,,
29/11/2018,10:42:49,14.91,1.38,7.12,44.25,60.51,,,,,,,,,,,
29/11/2018,10:52:49,16.29,1.08,7.75,43.81,62.22,,,,,,,,,,,
29/11/2018,11:02:49,16.08,0.47,8.19,43.36,63.29,,,,,,,,,,,
29/11/2018,11:12:49,17.18,0.86,8.88,42.61,64.08,,,,,,,,,,,
29/11/2018,11:22:49,21.51,1.44,9.5,38.78,63.74,,,,,,,,,,,
29/11/2018,11:32:49,32.58,1.88,10.69,27.51,62.41,,,,,,,,,,,
29/11/2018,11:42:49,33.98,1.76,11.25,25.38,63.88,,,,,,,,,,,
29/11/2018,11:52:49,30.31,0.7,11.31,27.45,66.71,,,,,,,,,,,
29/11/2018,12:02:49,27.22,1.67,11.25,30.41,64.49,,,,,,,,,,,
29/11/2018,12:12:49,32.57,2.69,12.63,27.88,61.28,,,,,,,,,,,
29/11/2018,12:22:49,30.79,9.57,12.75,23.39,56.06,,,,,,,,,,,
29/11/2018,12:32:49,33.52,12.18,13.94,23.27,49.6,,,,,,,,,,,
29/11/2018,12:42:49,32.47,12.09,14.25,24.6,48.31,,,,,,,,,,,
29/11/2018,12:52:49,26.24,8.82,13.56,26.42,50.01,,,,,,,,,,,
29/11/2018,13:02:49,29.54,12.73,14.06,25.86,47.37,,,,,,,,,,,
29/11/2018,13:12:49,27.76,10.24,13.94,29.44,47.05,,,,,,,,,,,
29/11/2018,13:22:49,31.6,13.82,14.75,24.69,44.82,,,,,,,,,,,
29/11/2018,13:32:49,31.47,13.27,15,24.17,44.04,,,,,,,,,,,
29/11/2018,13:42:49,35.52,16.6,16.06,23.17,34.91,,,,,,,,,,,
29/11/2018,13:52:49,27.74,13.11,15.56,26.71,36.63,,,,,,,,,,,
29/11/2018,14:02:49,30.28,15.46,16.5,22.48,36.59,,,,,,,,,,,
29/11/2018,14:12:49,26.75,14.42,16.31,26.12,35.07,,,,,,,,,,,
29/11/2018,14:22:49,23.16,11.87,16.12,24.02,36.08,,,,,,,,,,,
29/11/2018,14:32:49,19.93,9.28,15.13,24.84,37.22,,,,,,,,,,,
29/11/2018,14:42:49,19.86,8.97,14,24.59,36.66,,,,,,,,,,,
29/11/2018,14:52:49,17.37,8.49,13.31,25.79,37.45,,,,,,,,,,,
29/11/2018,15:02:49,14.57,7.28,12.56,28.61,39.68,,,,,,,,,,,
29/11/2018,15:12:49,20.57,10.67,13.06,30.3,34.65,,,,,,,,,,,
29/11/2018,15:22:49,19.91,9.78,12.69,27.33,36.14,,,,,,,,,,,
29/11/2018,15:32:49,13.26,6.16,11.63,29.69,39.29,,,,,,,,,,,
29/11/2018,15:42:49,10.09,4.53,10.5,32.89,43.1,,,,,,,,,,,
29/11/2018,15:52:49,8.94,3.96,9.31,44.98,41.96,,,,,,,,,,,
29/11/2018,16:02:49,11.78,6.78,9.44,39.27,38.46,,,,,,,,,,,
29/11/2018,16:12:49,17.22,10.29,9.94,29.4,35.49,,,,,,,,,,,
29/11/2018,16:22:49,11.25,7.12,8.69,31.21,35.27,,,,,,,,,,,
29/11/2018,16:32:49,6.25,4.87,6.75,30.86,36.29,,,,,,,,,,,
29/11/2018,16:42:49,3.78,3.44,3.06,34.56,39.96,,,,,,,,,,,
29/11/2018,16:52:49,3.93,3.48,1.69,36.22,40.3,,,,,,,,,,,
29/11/2018,17:02:49,3.37,3.07,1.19,36.75,41.25,,,,,,,,,,,
29/11/2018,17:12:49,2.56,2.05,0.75,39.16,43.51,,,,,,,,,,,
29/11/2018,17:22:49,6.31,5.39,0.88,32.71,37.96,,,,,,,,,,,
29/11/2018,17:32:49,6.44,5.56,1.06,32.28,36.91,,,,,,,,,,,
29/11/2018,17:42:49,7.09,6.4,1.31,36.45,38.83,,,,,,,,,,,
29/11/2018,17:52:49,6.42,5.74,1.31,37.75,41.18,,,,,,,,,,,
29/11/2018,18:02:49,4.53,3.92,1,40.81,43.98,,,,,,,,,,,
29/11/2018,18:12:49,5.7,5.19,1,38.55,42.07,,,,,,,,,,,